15131310|15131000|0|Pâté
15131320|15131000|0|Preparations of goose or duck liver
15131400|15131000|0|Pork products
15131410|15131000|0|Ham
15131420|15131000|0|Meatballs
15131490|15131000|0|Prepared pork dishes
15131500|15131000|0|Poultry products
15131600|15131000|0|Beef and veal products
15131610|15131000|0|Beef meatballs
15131620|15131000|0|Minced beef
15131640|15131000|0|Beefburgers
15131700|15131000|0|Meat preparations
15200000|15000000|1|Prepared and preserved fish
15210000|15200000|1|Fish fillets, fish livers and roe
15211000|15210000|1|Fish fillets
15211100|15211000|0|Fresh fish fillets
15212000|15210000|0|Fish roe
15213000|15210000|0|Fish livers
15220000|15200000|1|Frozen fish, fish fillets and other fish meat
15221000|15220000|0|Frozen fish
15229000|15220000|0|Frozen fish products
15230000|15200000|1|Dried or salted fish; fish in brine; smoked fish
15231000|15230000|0|Dried fish
15232000|15230000|0|Salted fish
15233000|15230000|0|Fish in brine
15234000|15230000|0|Smoked fish
15235000|15230000|0|Preserved fish
15240000|15200000|1|Canned or tinned fish and other prepared or preserved fish
15241000|15240000|1|Coated, canned or tinned fish
15241100|15241000|0|Canned salmon
15241200|15241000|0|Prepared or preserved herring
15241300|15241000|0|Sardines
15241400|15241000|0|Canned tuna
15241500|15241000|0|Mackerel
15241600|15241000|0|Anchovies
15241700|15241000|0|Fish fingers
15241800|15241000|0|Coated fish preparations
15242000|15240000|0|Prepared fish dishes
15243000|15240000|0|Preparations of fish
15244000|15240000|1|Caviar and fish eggs
15244100|15244000|0|Caviar
15244200|15244000|0|Fish eggs
15250000|15200000|1|Seafood
15251000|15250000|0|Frozen crustaceans
15252000|15250000|0|Prepared or preserved crustaceans
15253000|15250000|0|Shellfish products
15300000|15000000|1|Fruit, vegetables and related products
15310000|15300000|1|Potatoes and potato products
15311000|15310000|1|Frozen potatoes
15311100|15311000|0|Chips or french fries
15311200|15311000|0|Diced, sliced and other frozen potatoes
15312000|15310000|1|Potato products
15312100|15312000|0|Instant mashed potatoes
15312200|15312000|0|Part-fried potato chips
15312300|15312000|0|Potato crisps
15312310|15312000|0|Flavoured potato crisps
15312400|15312000|0|Potato snacks
15312500|15312000|0|Potato croquettes
15313000|15310000|0|Processed potatoes
15320000|15300000|1|Fruit and vegetable juices
15321000|15320000|1|Fruit juices
15321100|15321000|0|Orange juice
15321200|15321000|0|Grapefruit juice
15321300|15321000|0|Lemon juice
15321400|15321000|0|Pineapple juice
15321500|15321000|0|Grape juice
15321600|15321000|0|Apple juice
15321700|15321000|0|Mixtures of unconcentrated juices
15321800|15321000|0|Concentrated juices
15322000|15320000|1|Vegetable juices
15322100|15322000|0|Tomato juice
15330000|15300000|1|Processed fruit and vegetables
15331000|15330000|1|Processed vegetables
15331100|15331000|0|Fresh or frozen vegetables
15331110|15331000|0|Processed root vegetables
15331120|15331000|0|Processed tuber vegetables
15331130|15331000|0|Beans, peas, peppers, tomatoes and other vegetables
15331131|15331000|0|Processed beans
15331132|15331000|0|Processed peas
15331133|15331000|0|Split peas
15331134|15331000|0|Processed tomatoes
15331135|15331000|0|Processed mushrooms
15331136|15331000|0|Processed peppers
15331137|15331000|0|Soybean sprouts
15331138|15331000|0|Truffles
15331140|15331000|0|Leaf and cabbage vegetables
15331142|15331000|0|Processed cabbage
15331150|15331000|0|Processed pulses
15331170|15331000|0|Frozen vegetables
15331400|15331000|0|Preserved and/or canned vegetables
15331410|15331000|0|Beans in tomato sauce
15331411|15331000|0|Baked beans
15331420|15331000|0|Preserved tomatoes
15331423|15331000|0|Canned tomatoes
15331425|15331000|0|Tomato purée
15331427|15331000|0|Concentrated tomato purée
15331428|15331000|0|Tomato sauce
15331430|15331000|0|Canned mushrooms
15331450|15331000|0|Processed olives
15331460|15331000|0|Canned vegetables
15331461|15331000|0|Canned sauerkraut
15331462|15331000|0|Canned peas
15331463|15331000|0|Canned shelled beans
15331464|15331000|0|Canned whole beans
15331465|15331000|0|Canned asparagus
15331466|15331000|0|Canned olives
15331470|15331000|0|Sweet corn
15331480|15331000|0|Provisionally preserved vegetables
15331500|15331000|0|Vegetables preserved in vinegar
15332000|15330000|1|Processed fruit and nuts
15332100|15332000|0|Processed fruit
15332140|15332000|0|Processed apples
15332150|15332000|0|Processed pears
15332160|15332000|0|Processed bananas
15332170|15332000|0|Rhubarb
15332180|15332000|0|Melons
15332200|15332000|0|Jams and marmalades; fruit jellies; fruit or nut purée and pastes
15332230|15332000|0|Marmalades
15332231|15332000|0|Orange marmalade
15332232|15332000|0|Lemon marmalade
15332240|15332000|0|Fruit jellies
15332250|15332000|0|Fruit pastes
15332260|15332000|0|Nut pastes
15332261|15332000|0|Peanut butter
15332270|15332000|0|Fruit purées
15332290|15332000|0|Jams
15332291|15332000|0|Apricot jam
15332292|15332000|0|Blackberry jam
15332293|15332000|0|Blackcurrant jam
15332294|15332000|0|Cherry jam
15332295|15332000|0|Raspberry jam
15332296|15332000|0|Strawberry jam
15332300|15332000|0|Processed nuts
15332310|15332000|0|Roasted or salted nuts
15332400|15332000|0|Preserved fruits
15332410|15332000|0|Dried fruit
15332411|15332000|0|Processed currants
15332412|15332000|0|Processed raisins
15332419|15332000|0|Sultanas
15333000|15330000|0|Vegetable by-products
15400000|15000000|1|Animal or vegetable oils and fats
15410000|15400000|1|Crude animal or vegetable oils and fats
15411000|15410000|1|Animal or vegetable oils
15411100|15411000|0|Vegetable oils
15411110|15411000|0|Olive oil
15411120|15411000|0|Sesame oil
15411130|15411000|0|Groundnut oil
15411140|15411000|0|Coconut oil
15411200|15411000|0|Cooking oil
15411210|15411000|0|Frying oil
15412000|15410000|1|Fats
15412100|15412000|0|Animal fats
15412200|15412000|0|Vegetable fats
15413000|15410000|1|Solid residues of vegetable fats or oils
15413100|15413000|0|Oilcake
15420000|15400000|1|Refined oils and fats
